sun 0.0 0.0 1.9891E+30 0.0
mercury -2.10526389E+10 -6.6406696E+10 36653.0187 -12289.8482 3.302E+23 0.0
venus -1.07505643E+11 -3.36652386E+9 889.160643 -35159.2381 48.685E+23 0.0
earth -2.52109509E+10 1.44928045E+11 -29839.859 -5207.63851 5.9736E+24 0.0
mars 2.07995235E+11 -3.14301182E+9 1295.00459 26294.4434 6.4185E+23 0.0
st11 0.0 0.0 -725.0 -725.0 1000.0 0.0
st12 0.0 0.0 -725.0 -450.0 1000.0 0.0
st13 0.0 0.0 -725.0 -175.0 1000.0 0.0
st14 0.0 0.0 -725.0 100.0 1000.0 0.0
st15 0.0 0.0 -725.0 375.0 1000.0 0.0
st16 0.0 0.0 -725.0 650.0 1000.0 0.0
st17 0.0 0.0 -725.0 925.0 1000.0 0.0
st18 0.0 0.0 -725.0 1200.0 1000.0 0.0
st19 0.0 0.0 -725.0 1475.0 1000.0 0.0
st110 0.0 0.0 -725.0 1750.0 1000.0 0.0
st111 0.0 0.0 -725.0 2025.0 1000.0 0.0
st112 0.0 0.0 -725.0 2300.0 1000.0 0.0
st113 0.0 0.0 -725.0 2575.0 1000.0 0.0
st114 0.0 0.0 -725.0 2850.0 1000.0 0.0
st115 0.0 0.0 -725.0 3125.0 1000.0 0.0
st116 0.0 0.0 -725.0 3400.0 1000.0 0.0
st117 0.0 0.0 -725.0 3675.0 1000.0 0.0
st118 0.0 0.0 -725.0 3950.0 1000.0 0.0
st119 0.0 0.0 -725.0 4225.0 1000.0 0.0
st120 0.0 0.0 -725.0 4500.0 1000.0 0.0
st121 0.0 0.0 -725.0 4775.0 1000.0 0.0
st122 0.0 0.0 -725.0 5050.0 1000.0 0.0
st123 0.0 0.0 -725.0 5325.0 1000.0 0.0
st124 0.0 0.0 -725.0 5600.0 1000.0 0.0
st125 0.0 0.0 -725.0 5875.0 1000.0 0.0
st126 0.0 0.0 -725.0 6150.0 1000.0 0.0
st127 0.0 0.0 -725.0 6425.0 1000.0 0.0
st128 0.0 0.0 -725.0 6700.0 1000.0 0.0
st129 0.0 0.0 -725.0 6975.0 1000.0 0.0
st130 0.0 0.0 -725.0 7250.0 1000.0 0.0
st131 0.0 0.0 -725.0 7525.0 1000.0 0.0
st132 0.0 0.0 -725.0 7800.0 1000.0 0.0
st133 0.0 0.0 -725.0 8075.0 1000.0 0.0
st134 0.0 0.0 -725.0 8350.0 1000.0 0.0
st135 0.0 0.0 -725.0 8625.0 1000.0 0.0
st136 0.0 0.0 -725.0 8900.0 1000.0 0.0
st137 0.0 0.0 -725.0 9175.0 1000.0 0.0
st138 0.0 0.0 -725.0 9450.0 1000.0 0.0
st139 0.0 0.0 -725.0 9725.0 1000.0 0.0
st21 0.0 0.0 -450.0 -725.0 1000.0 0.0
st22 0.0 0.0 -450.0 -450.0 1000.0 0.0
st23 0.0 0.0 -450.0 -175.0 1000.0 0.0
st24 0.0 0.0 -450.0 100.0 1000.0 0.0
st25 0.0 0.0 -450.0 375.0 1000.0 0.0
st26 0.0 0.0 -450.0 650.0 1000.0 0.0
st27 0.0 0.0 -450.0 925.0 1000.0 0.0
st28 0.0 0.0 -450.0 1200.0 1000.0 0.0
st29 0.0 0.0 -450.0 1475.0 1000.0 0.0
st210 0.0 0.0 -450.0 1750.0 1000.0 0.0
st211 0.0 0.0 -450.0 2025.0 1000.0 0.0
st212 0.0 0.0 -450.0 2300.0 1000.0 0.0
st213 0.0 0.0 -450.0 2575.0 1000.0 0.0
st214 0.0 0.0 -450.0 2850.0 1000.0 0.0
st215 0.0 0.0 -450.0 3125.0 1000.0 0.0
st216 0.0 0.0 -450.0 3400.0 1000.0 0.0
st217 0.0 0.0 -450.0 3675.0 1000.0 0.0
st218 0.0 0.0 -450.0 3950.0 1000.0 0.0
st219 0.0 0.0 -450.0 4225.0 1000.0 0.0
st220 0.0 0.0 -450.0 4500.0 1000.0 0.0
st221 0.0 0.0 -450.0 4775.0 1000.0 0.0
st222 0.0 0.0 -450.0 5050.0 1000.0 0.0
st223 0.0 0.0 -450.0 5325.0 1000.0 0.0
st224 0.0 0.0 -450.0 5600.0 1000.0 0.0
st225 0.0 0.0 -450.0 5875.0 1000.0 0.0
st226 0.0 0.0 -450.0 6150.0 1000.0 0.0
st227 0.0 0.0 -450.0 6425.0 1000.0 0.0
st228 0.0 0.0 -450.0 6700.0 1000.0 0.0
st229 0.0 0.0 -450.0 6975.0 1000.0 0.0
st230 0.0 0.0 -450.0 7250.0 1000.0 0.0
st231 0.0 0.0 -450.0 7525.0 1000.0 0.0
st232 0.0 0.0 -450.0 7800.0 1000.0 0.0
st233 0.0 0.0 -450.0 8075.0 1000.0 0.0
st234 0.0 0.0 -450.0 8350.0 1000.0 0.0
st235 0.0 0.0 -450.0 8625.0 1000.0 0.0
st236 0.0 0.0 -450.0 8900.0 1000.0 0.0
st237 0.0 0.0 -450.0 9175.0 1000.0 0.0
st238 0.0 0.0 -450.0 9450.0 1000.0 0.0
st239 0.0 0.0 -450.0 9725.0 1000.0 0.0
st31 0.0 0.0 -175.0 -725.0 1000.0 0.0
st32 0.0 0.0 -175.0 -450.0 1000.0 0.0
st33 0.0 0.0 -175.0 -175.0 1000.0 0.0
st34 0.0 0.0 -175.0 100.0 1000.0 0.0
st35 0.0 0.0 -175.0 375.0 1000.0 0.0
st36 0.0 0.0 -175.0 650.0 1000.0 0.0
st37 0.0 0.0 -175.0 925.0 1000.0 0.0
st38 0.0 0.0 -175.0 1200.0 1000.0 0.0
st39 0.0 0.0 -175.0 1475.0 1000.0 0.0
st310 0.0 0.0 -175.0 1750.0 1000.0 0.0
st311 0.0 0.0 -175.0 2025.0 1000.0 0.0
st312 0.0 0.0 -175.0 2300.0 1000.0 0.0
st313 0.0 0.0 -175.0 2575.0 1000.0 0.0
st314 0.0 0.0 -175.0 2850.0 1000.0 0.0
st315 0.0 0.0 -175.0 3125.0 1000.0 0.0
st316 0.0 0.0 -175.0 3400.0 1000.0 0.0
st317 0.0 0.0 -175.0 3675.0 1000.0 0.0
st318 0.0 0.0 -175.0 3950.0 1000.0 0.0
st319 0.0 0.0 -175.0 4225.0 1000.0 0.0
st320 0.0 0.0 -175.0 4500.0 1000.0 0.0
st321 0.0 0.0 -175.0 4775.0 1000.0 0.0
st322 0.0 0.0 -175.0 5050.0 1000.0 0.0
st323 0.0 0.0 -175.0 5325.0 1000.0 0.0
st324 0.0 0.0 -175.0 5600.0 1000.0 0.0
st325 0.0 0.0 -175.0 5875.0 1000.0 0.0
st326 0.0 0.0 -175.0 6150.0 1000.0 0.0
st327 0.0 0.0 -175.0 6425.0 1000.0 0.0
st328 0.0 0.0 -175.0 6700.0 1000.0 0.0
st329 0.0 0.0 -175.0 6975.0 1000.0 0.0
st330 0.0 0.0 -175.0 7250.0 1000.0 0.0
st331 0.0 0.0 -175.0 7525.0 1000.0 0.0
st332 0.0 0.0 -175.0 7800.0 1000.0 0.0
st333 0.0 0.0 -175.0 8075.0 1000.0 0.0
st334 0.0 0.0 -175.0 8350.0 1000.0 0.0
st335 0.0 0.0 -175.0 8625.0 1000.0 0.0
st336 0.0 0.0 -175.0 8900.0 1000.0 0.0
st337 0.0 0.0 -175.0 9175.0 1000.0 0.0
st338 0.0 0.0 -175.0 9450.0 1000.0 0.0
st339 0.0 0.0 -175.0 9725.0 1000.0 0.0
st41 0.0 0.0 100.0 -725.0 1000.0 0.0
st42 0.0 0.0 100.0 -450.0 1000.0 0.0
st43 0.0 0.0 100.0 -175.0 1000.0 0.0
st44 0.0 0.0 100.0 100.0 1000.0 0.0
st45 0.0 0.0 100.0 375.0 1000.0 0.0
st46 0.0 0.0 100.0 650.0 1000.0 0.0
st47 0.0 0.0 100.0 925.0 1000.0 0.0
st48 0.0 0.0 100.0 1200.0 1000.0 0.0
st49 0.0 0.0 100.0 1475.0 1000.0 0.0
st410 0.0 0.0 100.0 1750.0 1000.0 0.0
st411 0.0 0.0 100.0 2025.0 1000.0 0.0
st412 0.0 0.0 100.0 2300.0 1000.0 0.0
st413 0.0 0.0 100.0 2575.0 1000.0 0.0
st414 0.0 0.0 100.0 2850.0 1000.0 0.0
st415 0.0 0.0 100.0 3125.0 1000.0 0.0
st416 0.0 0.0 100.0 3400.0 1000.0 0.0
st417 0.0 0.0 100.0 3675.0 1000.0 0.0
st418 0.0 0.0 100.0 3950.0 1000.0 0.0
st419 0.0 0.0 100.0 4225.0 1000.0 0.0
st420 0.0 0.0 100.0 4500.0 1000.0 0.0
st421 0.0 0.0 100.0 4775.0 1000.0 0.0
st422 0.0 0.0 100.0 5050.0 1000.0 0.0
st423 0.0 0.0 100.0 5325.0 1000.0 0.0
st424 0.0 0.0 100.0 5600.0 1000.0 0.0
st425 0.0 0.0 100.0 5875.0 1000.0 0.0
st426 0.0 0.0 100.0 6150.0 1000.0 0.0
st427 0.0 0.0 100.0 6425.0 1000.0 0.0
st428 0.0 0.0 100.0 6700.0 1000.0 0.0
st429 0.0 0.0 100.0 6975.0 1000.0 0.0
st430 0.0 0.0 100.0 7250.0 1000.0 0.0
st431 0.0 0.0 100.0 7525.0 1000.0 0.0
st432 0.0 0.0 100.0 7800.0 1000.0 0.0
st433 0.0 0.0 100.0 8075.0 1000.0 0.0
st434 0.0 0.0 100.0 8350.0 1000.0 0.0
st435 0.0 0.0 100.0 8625.0 1000.0 0.0
st436 0.0 0.0 100.0 8900.0 1000.0 0.0
st437 0.0 0.0 100.0 9175.0 1000.0 0.0
st438 0.0 0.0 100.0 9450.0 1000.0 0.0
st439 0.0 0.0 100.0 9725.0 1000.0 0.0
st51 0.0 0.0 375.0 -725.0 1000.0 0.0
st52 0.0 0.0 375.0 -450.0 1000.0 0.0
st53 0.0 0.0 375.0 -175.0 1000.0 0.0
st54 0.0 0.0 375.0 100.0 1000.0 0.0
st55 0.0 0.0 375.0 375.0 1000.0 0.0
st56 0.0 0.0 375.0 650.0 1000.0 0.0
st57 0.0 0.0 375.0 925.0 1000.0 0.0
st58 0.0 0.0 375.0 1200.0 1000.0 0.0
st59 0.0 0.0 375.0 1475.0 1000.0 0.0
st510 0.0 0.0 375.0 1750.0 1000.0 0.0
st511 0.0 0.0 375.0 2025.0 1000.0 0.0
st512 0.0 0.0 375.0 2300.0 1000.0 0.0
st513 0.0 0.0 375.0 2575.0 1000.0 0.0
st514 0.0 0.0 375.0 2850.0 1000.0 0.0
st515 0.0 0.0 375.0 3125.0 1000.0 0.0
st516 0.0 0.0 375.0 3400.0 1000.0 0.0
st517 0.0 0.0 375.0 3675.0 1000.0 0.0
st518 0.0 0.0 375.0 3950.0 1000.0 0.0
st519 0.0 0.0 375.0 4225.0 1000.0 0.0
st520 0.0 0.0 375.0 4500.0 1000.0 0.0
st521 0.0 0.0 375.0 4775.0 1000.0 0.0
st522 0.0 0.0 375.0 5050.0 1000.0 0.0
st523 0.0 0.0 375.0 5325.0 1000.0 0.0
st524 0.0 0.0 375.0 5600.0 1000.0 0.0
st525 0.0 0.0 375.0 5875.0 1000.0 0.0
st526 0.0 0.0 375.0 6150.0 1000.0 0.0
st527 0.0 0.0 375.0 6425.0 1000.0 0.0
st528 0.0 0.0 375.0 6700.0 1000.0 0.0
st529 0.0 0.0 375.0 6975.0 1000.0 0.0
st530 0.0 0.0 375.0 7250.0 1000.0 0.0
st531 0.0 0.0 375.0 7525.0 1000.0 0.0
st532 0.0 0.0 375.0 7800.0 1000.0 0.0
st533 0.0 0.0 375.0 8075.0 1000.0 0.0
st534 0.0 0.0 375.0 8350.0 1000.0 0.0
st535 0.0 0.0 375.0 8625.0 1000.0 0.0
st536 0.0 0.0 375.0 8900.0 1000.0 0.0
st537 0.0 0.0 375.0 9175.0 1000.0 0.0
st538 0.0 0.0 375.0 9450.0 1000.0 0.0
st539 0.0 0.0 375.0 9725.0 1000.0 0.0
st61 0.0 0.0 650.0 -725.0 1000.0 0.0
st62 0.0 0.0 650.0 -450.0 1000.0 0.0
st63 0.0 0.0 650.0 -175.0 1000.0 0.0
st64 0.0 0.0 650.0 100.0 1000.0 0.0
st65 0.0 0.0 650.0 375.0 1000.0 0.0
st66 0.0 0.0 650.0 650.0 1000.0 0.0
st67 0.0 0.0 650.0 925.0 1000.0 0.0
st68 0.0 0.0 650.0 1200.0 1000.0 0.0
st69 0.0 0.0 650.0 1475.0 1000.0 0.0
st610 0.0 0.0 650.0 1750.0 1000.0 0.0
st611 0.0 0.0 650.0 2025.0 1000.0 0.0
st612 0.0 0.0 650.0 2300.0 1000.0 0.0
st613 0.0 0.0 650.0 2575.0 1000.0 0.0
st614 0.0 0.0 650.0 2850.0 1000.0 0.0
st615 0.0 0.0 650.0 3125.0 1000.0 0.0
st616 0.0 0.0 650.0 3400.0 1000.0 0.0
st617 0.0 0.0 650.0 3675.0 1000.0 0.0
st618 0.0 0.0 650.0 3950.0 1000.0 0.0
st619 0.0 0.0 650.0 4225.0 1000.0 0.0
st620 0.0 0.0 650.0 4500.0 1000.0 0.0
st621 0.0 0.0 650.0 4775.0 1000.0 0.0
st622 0.0 0.0 650.0 5050.0 1000.0 0.0
st623 0.0 0.0 650.0 5325.0 1000.0 0.0
st624 0.0 0.0 650.0 5600.0 1000.0 0.0
st625 0.0 0.0 650.0 5875.0 1000.0 0.0
st626 0.0 0.0 650.0 6150.0 1000.0 0.0
st627 0.0 0.0 650.0 6425.0 1000.0 0.0
st628 0.0 0.0 650.0 6700.0 1000.0 0.0
st629 0.0 0.0 650.0 6975.0 1000.0 0.0
st630 0.0 0.0 650.0 7250.0 1000.0 0.0
st631 0.0 0.0 650.0 7525.0 1000.0 0.0
st632 0.0 0.0 650.0 7800.0 1000.0 0.0
st633 0.0 0.0 650.0 8075.0 1000.0 0.0
st634 0.0 0.0 650.0 8350.0 1000.0 0.0
st635 0.0 0.0 650.0 8625.0 1000.0 0.0
st636 0.0 0.0 650.0 8900.0 1000.0 0.0
st637 0.0 0.0 650.0 9175.0 1000.0 0.0
st638 0.0 0.0 650.0 9450.0 1000.0 0.0
st639 0.0 0.0 650.0 9725.0 1000.0 0.0
st71 0.0 0.0 925.0 -725.0 1000.0 0.0
st72 0.0 0.0 925.0 -450.0 1000.0 0.0
st73 0.0 0.0 925.0 -175.0 1000.0 0.0
st74 0.0 0.0 925.0 100.0 1000.0 0.0
st75 0.0 0.0 925.0 375.0 1000.0 0.0
st76 0.0 0.0 925.0 650.0 1000.0 0.0
st77 0.0 0.0 925.0 925.0 1000.0 0.0
st78 0.0 0.0 925.0 1200.0 1000.0 0.0
st79 0.0 0.0 925.0 1475.0 1000.0 0.0
st710 0.0 0.0 925.0 1750.0 1000.0 0.0
st711 0.0 0.0 925.0 2025.0 1000.0 0.0
st712 0.0 0.0 925.0 2300.0 1000.0 0.0
st713 0.0 0.0 925.0 2575.0 1000.0 0.0
st714 0.0 0.0 925.0 2850.0 1000.0 0.0
st715 0.0 0.0 925.0 3125.0 1000.0 0.0
st716 0.0 0.0 925.0 3400.0 1000.0 0.0
st717 0.0 0.0 925.0 3675.0 1000.0 0.0
st718 0.0 0.0 925.0 3950.0 1000.0 0.0
st719 0.0 0.0 925.0 4225.0 1000.0 0.0
st720 0.0 0.0 925.0 4500.0 1000.0 0.0
st721 0.0 0.0 925.0 4775.0 1000.0 0.0
st722 0.0 0.0 925.0 5050.0 1000.0 0.0
st723 0.0 0.0 925.0 5325.0 1000.0 0.0
st724 0.0 0.0 925.0 5600.0 1000.0 0.0
st725 0.0 0.0 925.0 5875.0 1000.0 0.0
st726 0.0 0.0 925.0 6150.0 1000.0 0.0
st727 0.0 0.0 925.0 6425.0 1000.0 0.0
st728 0.0 0.0 925.0 6700.0 1000.0 0.0
st729 0.0 0.0 925.0 6975.0 1000.0 0.0
st730 0.0 0.0 925.0 7250.0 1000.0 0.0
st731 0.0 0.0 925.0 7525.0 1000.0 0.0
st732 0.0 0.0 925.0 7800.0 1000.0 0.0
st733 0.0 0.0 925.0 8075.0 1000.0 0.0
st734 0.0 0.0 925.0 8350.0 1000.0 0.0
st735 0.0 0.0 925.0 8625.0 1000.0 0.0
st736 0.0 0.0 925.0 8900.0 1000.0 0.0
st737 0.0 0.0 925.0 9175.0 1000.0 0.0
