0.0	2.065264660037097E11
1.8943180682203176	1.445845371792048E11
3.116308511883645	9.87490143077967E10
-1.743575773524204	5.57241527932205E10
0.049210361597703	0.0
-2.356194490192345	6.6159623575232475E10
-2.297438667476622	6.6159623577562805E10
-2.2318394956455836	6.6159623579893105E10
-2.1587989303424644	6.615962358222343E10
-2.0778948311872334	6.615962358455373E10
-1.9890206563741257	6.615962358688405E10
-1.892546881191539	6.615962358921434E10
-1.7894652726688387	6.615962359154464E10
-1.6814535479687924	6.615962359387496E10
-1.5707963267948966	1.5871597391178916E9
-1.460139105621001	3.1113085538531788E10
-1.3521273809209546	6.615962360086588E10
-1.2490457723982544	2.998736116506608E10
-1.1525719972156676	6.6159623605526505E10
-1.0636978224025597	6.6159623607856804E10
-0.982793723247329	2.807209358920357E10
-0.9097531579442097	4.096728120220413E10
-0.844153986113171	6.615962361484775E10
-0.7853981633974483	6.615962361717805E10
-2.4149503129080676	6.615962361950834E10
-2.356194490192345	6.615962362183867E10
-2.289626326416521	6.615962362416896E10
-2.214297435588181	6.615962362649929E10
-2.1293956421384594	6.615962362882958E10
-2.0344439357957027	6.615962363115988E10
-1.929566997065469	5.871208799394288E10
-1.8157749899217608	6.61596236358205E10
-1.6951513213416582	6.6159623638150795E10
-1.5707963267948966	7.499852646711122E9
-1.446441332248135	6.299336987510828E10
-1.3258176636680326	3.0334722299022133E10
-1.2120256565243244	3.509021561364655E10
-1.1071487177940904	6.615962364980234E10
-1.0121970114513341	6.615962365213267E10
-0.9272952180016122	6.1655329352310036E10
-0.851966327173272	2.923548356416505E10
-0.7853981633974483	6.615962365912358E10
-0.7266423406817256	4.968467160292556E10
-2.4805494847391065	6.615962366378417E10
-2.4227626539681686	6.6159623666114494E10
-2.356194490192345	6.615962366844479E10
-2.279422598922567	6.615962367077509E10
-2.191045812777718	6.6159623673105415E10
-2.0899424410414196	6.615962367543571E10
-1.9756881130799802	2.0180631769602974E10
-1.849095985800008	6.615962368009634E10
-1.7126933813990606	6.615962368242663E10
-1.5707963267948966	2.6140908188693595E9
-1.4288992721907328	6.615962368708725E10
-1.2924966677897853	5.892842848669189E10
-1.1659045405098132	2.1105963932365185E10
-1.0516502125483738	6.615962369407814E10
-0.9505468408120751	5.47582932630521E10
-0.8621700546672264	8.574863786171135E9
-0.7853981633974483	6.615962370106906E10
-0.7188299996216245	6.615962370339938E10
-0.6610431688506868	2.4788697354511242E10
-2.5535900500422257	6.6159623708059975E10
-2.498091544796509	6.61596237103903E10
-2.4329663814621227	6.61596237127206E10
-2.356194490192345	6.615962371505089E10
-2.2655346029916	2.8533607956383965E10
-2.1587989303424644	6.615962371971151E10
-2.0344439357957027	6.615962372204181E10
-1.892546881191539	6.61596237243721E10
-1.7359450042095235	6.61596237267024E10
-1.5707963267948966	6.925456412425837E9
-1.4056476493802699	4.8293332951479965E10
-1.2490457723982544	2.767118704729292E10
-1.1071487177940904	6.615962373602361E10
-0.982793723247329	1.127907274244461E9
-0.8760580505981934	7.846402087534207E9
-0.7853981633974483	1.4308878206628683E10
-0.7086262721276703	4.2661553420408263E9
-0.6435011087932844	6.6159623747675156E10
-0.5880026035475675	6.615962375000545E10
-2.6344941491974563	6.615962375233574E10
-2.5829933382462307	6.615962375466604E10
-2.5213431676069717	5.625425221175649E10
-2.44685437739309	6.615962375932666E10
-2.356194490192345	1.5825792312806376E10
-2.2455372690184494	6.615962376398725E10
-2.1112158270654806	6.615962376631754E10
-1.9513027039072617	3.0138376124551247E10
-1.7681918866447774	6.2821449501267265E10
-1.5707963267948966	5.268194576621211E10
-1.373400766945016	3.1502401095594265E10
-1.1902899496825317	2.1651355837269906E7
